Citizenship,Admission_Status,Outstanding_Loans,Academic_Performance,Field_of_Study,Year_of_Study,Family_Income,Number_of_Dependents,Orphan,Parents_Disability,Eligible
1,1,1,3.4949486629670417,STEM,4,227565.88898357653,3,0,0,0
1,1,0,3.710290535991903,STEM,4,218187.47736647332,1,0,0,1
1,0,0,3.107604709083005,STEM,3,260087.5332566875,2,0,0,0
1,1,0,3.1424344876801342,Humanities,4,214062.62924851838,1,0,0,1
1,1,0,4.209657998399691,Business,4,488051.9996011164,3,0,0,1
1,1,0,2.9495573425360733,Health Sciences,2,126083.33179841506,4,0,0,1
1,1,0,4.340621879699633,STEM,3,270411.6505471162,4,0,0,1
1,1,0,3.735606922961443,STEM,2,232194.17055401878,4,0,0,1
1,1,0,4.36118226255905,Humanities,3,315110.23536644183,0,0,0,1
1,0,0,3.8367213379422656,Health Sciences,4,306934.56473890046,3,0,0,0
1,1,0,2.4908562044063496,Health Sciences,2,244265.07449668561,5,0,0,0
0,0,0,3.7994811451506845,STEM,2,524834.4436785331,2,0,0,0
1,1,0,2.966053900449054,Humanities,2,116358.94769915461,1,0,0,1
1,1,1,3.5328909555054033,STEM,2,125924.19493480555,4,0,0,0
1,1,0,3.9435704628972093,Business,3,618543.0058446054,1,0,0,0
1,0,1,3.583345118847299,Health Sciences,4,99256.1282197337,4,0,0,0
1,1,0,3.467918492248143,Humanities,2,116395.92889980823,1,0,0,1
1,1,0,3.6673135701078796,Health Sciences,2,327235.15573207283,6,0,1,1
1,1,0,4.619533192496309,Health Sciences,2,247816.1245332778,2,0,0,1
1,1,0,4.063428813825408,STEM,2,400065.025589821,4,0,0,1
1,1,1,2.3881193732411963,STEM,1,249681.99389996025,2,0,0,0
1,1,0,4.178098767236049,STEM,3,206899.71555400058,2,0,0,1
1,1,1,3.4912033015643815,STEM,4,519119.5080282995,3,0,0,0
1,1,1,3.587415401347952,Humanities,4,494353.01906970027,3,0,0,0
1,1,0,3.6215207575781245,Health Sciences,4,184064.34340661892,6,0,0,1
1,1,0,4.006581416107198,Health Sciences,1,207852.7950925658,6,0,0,1
1,1,0,2.7034443451777235,Health Sciences,1,263885.03938822506,5,0,0,1
1,1,1,3.364902132364361,STEM,2,492728.60597186425,4,0,1,0
1,1,0,3.7906101286928617,Business,1,390868.0981069737,1,1,0,1
1,1,1,3.875305423766921,STEM,2,246950.04814690634,1,0,0,0
1,1,0,4.506232658445399,Health Sciences,4,117130.55644322222,4,1,0,1
1,1,0,3.6214344139247716,Humanities,4,298568.2482680316,3,0,0,1
1,1,0,3.4925759518288197,STEM,1,130502.66121084995,1,0,0,1
1,1,0,2.8994354898563692,Health Sciences,4,254071.26426961133,0,1,0,1
1,1,0,3.1593745035337477,STEM,1,491421.5764035779,2,0,0,1
1,1,0,3.084963704816167,STEM,4,285491.0519902235,6,0,0,1
1,1,0,3.559199615698729,Business,1,209571.19328116204,2,0,0,1
1,1,0,3.1198543027168606,STEM,1,332522.7238722848,1,0,0,1
1,1,1,3.080876943879541,Health Sciences,2,421731.21560617076,2,1,0,0
1,1,1,3.3679914995000977,Humanities,3,343285.70101390645,5,0,0,0
1,1,0,3.2585915804131167,STEM,4,239069.41930020464,3,0,0,1
1,1,0,2.1548937275748035,Business,3,452140.59101639676,3,0,0,0
1,1,1,3.3008745975219163,Business,3,182405.28309944953,5,0,0,0
1,1,0,3.380529862059021,STEM,3,210183.42548131145,4,0,0,1
1,1,0,3.220828348384757,Humanities,2,376442.2911145615,2,0,0,1
1,1,0,3.1450112994567507,STEM,3,166884.57362578023,5,0,0,1
1,1,0,4.394629278903196,STEM,4,354445.78892302496,2,0,0,1
0,1,0,3.1381422945896666,Humanities,3,148351.37771112545,7,1,0,0
1,0,0,3.294497850245327,Health Sciences,4,260373.91753061317,5,0,0,0
1,1,0,4.134207783805346,Business,4,122176.89298170578,1,1,0,1
1,1,1,3.203118194466006,STEM,3,139639.60968275974,0,0,0,0
1,1,0,3.3492310201366204,Humanities,4,233767.62309528672,3,1,0,1
1,1,1,2.1960291611034464,STEM,4,201671.75237590092,2,0,0,0
1,1,1,3.1902151310496962,Business,3,175363.98217718193,1,0,0,0
1,1,0,3.713082559455537,Humanities,3,304999.16041813407,3,0,0,1
1,1,1,4.307052919203132,Humanities,2,610642.7386327935,4,0,0,0
1,1,1,3.164328671901674,STEM,2,178062.07407960625,2,0,0,0
1,1,0,3.0669602128210456,STEM,2,176884.94500157793,2,0,0,1
1,1,0,3.492629189793168,Business,3,134401.28146933473,3,0,0,1
1,1,0,3.4425021676585588,Health Sciences,3,263257.73941997724,4,0,0,1
1,1,0,3.443040897458061,Health Sciences,1,594417.4782159228,3,0,0,0
1,1,0,3.8109812866218316,STEM,3,1329940.7313705888,1,0,0,0
1,1,0,4.229301815228829,STEM,4,316717.837723188,7,0,0,1
1,1,1,3.7115460019062665,Health Sciences,3,227574.87377248466,5,0,1,0
1,1,0,3.8257348902245187,Business,2,440363.69979919214,1,0,0,1
1,1,1,3.9768352186617326,STEM,3,180250.87400332277,3,1,0,0
1,1,0,4.227275938317909,STEM,3,259954.10184023547,4,0,0,1
1,1,0,3.7364567993375903,STEM,3,437017.868021222,1,0,0,1
1,1,0,3.1288233779101793,Humanities,4,341266.57787153503,3,0,0,1
1,1,0,3.995491716621114,STEM,2,192924.59751131453,1,0,0,1
1,1,0,4.507575849851843,Health Sciences,2,546688.3501003077,4,0,0,0
1,1,0,3.2265543557489518,STEM,4,377929.26834689075,3,0,0,1
1,1,1,3.6804849647143083,STEM,2,340167.4106801415,3,0,0,0
1,1,0,3.7841372101057957,STEM,1,394414.11193848273,2,0,0,1
1,1,0,3.6838281182408057,Humanities,3,385807.2372883745,5,0,0,1
1,1,0,3.782997232833499,STEM,4,217970.54016088706,8,1,0,1
1,1,1,3.0477802457689567,STEM,1,339080.0748467517,2,0,0,0
1,1,0,3.9573348392064718,Business,4,477643.0500838455,5,0,0,1
1,1,0,4.15681299115067,Business,2,368290.2079568519,2,0,0,1
1,1,0,3.142010447639726,Health Sciences,1,212339.1138795449,4,0,0,1
1,1,0,3.0138524043843575,Business,1,289472.2104610217,1,0,0,1
1,1,0,3.459862093102722,Business,3,279237.92095650325,3,0,0,1
1,1,1,3.658450524295769,STEM,3,351300.5168115775,1,0,0,0
1,0,0,3.489464214427626,Business,2,129435.80932178764,7,0,0,0
1,1,0,3.5261603280216045,STEM,4,95406.78844845446,6,1,0,1
1,1,0,3.3555849224674774,STEM,3,167348.2340528366,3,0,0,1
1,1,0,3.68991917636954,Business,2,277910.70068808337,1,0,0,1
1,1,0,2.57634951159935,Business,2,383000.1511910665,3,0,0,1
1,1,0,3.1011515134299277,STEM,2,250156.12516271885,4,1,0,1
1,1,0,3.3615958584378296,STEM,1,228010.30997738117,4,1,0,1
1,1,0,3.7651402595764174,STEM,3,156126.62900785264,3,1,0,1
1,1,0,4.036971472972683,STEM,4,187029.7486773326,3,0,0,1
1,1,0,4.147748464220937,Health Sciences,1,362584.57124036405,8,0,1,1
1,1,0,3.0116333071767807,STEM,2,618394.5054482418,1,0,0,0
1,1,0,2.7229672855911096,STEM,4,204907.59447195462,2,0,0,1
1,1,0,2.823655797141485,Health Sciences,4,247996.30307545632,6,0,0,1
1,1,0,2.8822035080658672,Business,3,168567.4814607881,2,0,0,1
1,1,0,2.798608988189459,Humanities,4,347509.1313529962,1,1,0,1
1,1,0,3.026207804891185,STEM,1,348175.5612785616,7,0,0,1
1,1,0,3.352659900838901,STEM,3,444865.41430483357,4,0,0,1
1,1,1,4.411485509659129,Business,1,470623.32043336245,2,0,0,0
1,1,0,2.721351761350221,Health Sciences,2,152131.38737045924,5,1,0,1
1,1,0,3.522479291679944,Humanities,4,334220.8249009207,3,0,0,1
1,1,1,3.094642227182392,Business,1,153698.32429173923,7,0,0,0
1,1,0,2.876793779990039,STEM,3,172768.1204258145,2,0,0,1
1,1,1,4.322179593796572,Health Sciences,4,351778.98739814863,3,0,0,0
1,1,0,3.2268899239605253,Humanities,4,439950.0058662977,3,0,0,1
1,1,0,3.43116807473444,STEM,1,277764.42038153193,4,0,0,1
1,1,0,3.8816417874519025,STEM,1,814717.2674949389,2,0,0,0
1,1,0,3.2751874840452584,STEM,2,163522.7953770515,4,1,0,1
0,1,0,2.723618697640103,STEM,2,274657.7937100423,2,0,0,0
1,1,1,4.164355345302018,STEM,1,185540.23162035216,4,0,1,0
1,1,0,3.1240195308490657,Humanities,2,359528.1869905488,2,0,0,1
1,0,0,3.714909850019602,Health Sciences,1,255509.94337181625,5,0,0,0
0,1,0,3.2864612801157187,Business,4,1300036.912067954,3,0,0,0
1,1,0,3.4727287378042724,Humanities,4,112088.8358947059,3,0,0,1
1,1,0,3.6892671959821786,Health Sciences,1,291067.4720687063,2,0,0,1
1,1,0,3.7055890679036274,Business,2,542617.0260042064,4,0,1,1
1,1,0,3.660348454525211,STEM,2,192110.54674131444,3,0,0,1
1,1,0,3.2164375174463538,STEM,2,151844.91163779568,3,0,0,1
1,1,0,2.9047739385445093,Business,1,322274.37436917494,6,0,0,1
1,1,0,2.788532198983197,STEM,4,197597.54083251423,3,0,0,1
1,1,0,3.553039124188445,Health Sciences,2,206704.76059089426,5,0,0,1
1,0,0,3.5883590263828777,Health Sciences,2,509459.0158784704,1,0,0,0
1,1,0,3.34104380686401,STEM,2,706274.365165355,7,0,0,0
1,1,0,3.4487727958025682,Humanities,2,681415.3018197196,0,0,0,0
1,1,1,3.2905328817879482,Health Sciences,2,666965.907826554,2,0,0,0
1,1,0,4.410523492079313,Humanities,3,109816.23944444755,6,0,0,1
1,1,0,2.9505831521843255,Health Sciences,2,424825.0902333839,2,0,0,1
1,1,0,2.8918366245582083,Humanities,1,132191.92807938758,5,0,0,1
1,1,0,3.577983063413079,Business,3,186027.37445808388,1,1,0,1
1,1,0,3.4164102319196075,Business,4,126061.52380667186,3,0,0,1
1,1,0,3.054338596483383,STEM,3,166435.2047005646,3,0,0,1
1,1,0,3.0544377778551373,Humanities,3,323760.67802362965,0,0,0,1
1,1,1,3.4338006656997946,STEM,1,272471.8922808505,6,1,0,0
1,1,0,3.337703218357137,Humanities,2,321026.0713939839,1,0,0,1
1,1,0,2.759573015718003,Health Sciences,1,117147.17959888642,5,0,1,1
1,1,0,3.6022113028063623,Health Sciences,3,220444.6419035897,6,0,0,1
1,1,0,3.5929207658491995,Health Sciences,4,483540.54313125846,3,0,0,1
1,1,1,4.319689464192794,Health Sciences,2,679058.8548512685,5,0,0,0
1,0,0,3.6547230568620193,STEM,3,331555.5104658825,2,1,0,0
1,1,0,3.796451062028924,STEM,3,336015.4202765047,5,0,0,1
1,1,0,3.781310105167225,STEM,3,254367.70000719596,3,1,0,1
0,1,0,4.026406465614018,Health Sciences,3,166353.47147342024,2,0,0,0
1,1,1,2.9623772583164056,Health Sciences,1,508602.64405843423,1,0,0,0
1,1,0,3.4667975081691482,STEM,3,239872.94895974835,2,0,0,1
1,1,0,3.381498829924878,STEM,2,568583.1658214345,1,0,0,0
1,1,0,3.7562070865994266,STEM,4,158313.06493338206,0,0,0,1
1,1,0,3.2511388708709217,STEM,3,467331.2403971283,1,0,0,1
1,1,0,4.381317900217306,Health Sciences,3,604113.6710809041,2,0,0,0
1,1,0,3.7239053102069994,Health Sciences,2,171891.4189059399,6,0,0,1
1,1,0,3.8769409666546397,Health Sciences,2,259373.38157258142,1,0,1,1
1,1,0,3.1194237396135667,STEM,1,298109.3144532474,8,0,0,1
1,1,0,3.4236463225850264,STEM,3,240380.5308724999,5,0,0,1
1,1,0,3.2707712042627857,Business,4,229861.34943928453,4,0,0,1
1,1,0,3.356479917941486,STEM,1,132562.07513674154,1,1,0,1
1,1,0,3.9889137406456667,Business,3,468128.4549061656,4,0,0,1
1,1,0,3.617569703567621,STEM,2,290973.15805937105,3,0,0,1
1,1,0,2.8443056889240514,Health Sciences,1,258311.1012077132,0,0,1,1
1,1,0,2.570517554539065,Health Sciences,1,110064.77760823793,3,0,0,1
1,1,0,4.232774310539129,STEM,3,356911.9374497289,3,0,0,1
1,1,0,2.7656325150768786,STEM,3,642021.9366984527,5,0,0,0
1,1,1,3.19914782725978,Health Sciences,2,263153.70043851424,5,0,0,0
1,1,0,4.169487205903686,Business,4,438759.194647796,8,1,0,1
1,1,1,3.2177112800901746,Humanities,2,421311.91528798896,1,0,0,0
1,1,0,3.2736213599425596,Health Sciences,3,143086.66716501713,3,0,0,1
1,1,0,3.3777371195408805,Humanities,3,210600.92282023313,1,0,0,1
1,1,0,3.409950762308664,STEM,2,155726.19397906135,3,0,0,1
1,1,0,3.2106787865900173,Humanities,1,207166.68688284617,4,0,0,1
1,1,0,3.2289249345549806,STEM,1,239161.31538219732,6,0,0,1
1,1,0,4.0699246149668475,STEM,4,466127.4758959612,3,0,0,1
1,1,0,3.646339607095639,Health Sciences,2,314573.35548588133,7,0,0,1
1,0,0,3.0273225377900146,Business,1,271117.47855369805,3,0,1,0
1,1,0,4.475802102701508,Humanities,2,143161.73157702436,1,0,0,1
1,1,0,4.225913986879905,STEM,4,281815.8851598761,2,0,0,1
1,1,0,3.796118148876346,STEM,1,283952.0466094744,6,1,0,1
1,1,0,3.500427654432959,Business,2,444498.52045588096,2,0,0,1
1,1,0,3.2964435764802618,STEM,4,220220.18939116842,2,0,0,1
1,1,1,3.955008083844328,STEM,3,258829.1219388516,4,0,0,0
1,1,0,4.7065848740080405,Health Sciences,4,351442.1051822447,3,0,0,1
1,1,0,4.62607138440703,STEM,3,334870.0610422919,2,0,0,1
1,0,0,3.0982603910168978,STEM,1,670805.1187347629,2,0,0,0
1,1,0,4.149943856769925,Humanities,4,261441.1289087133,2,0,0,1
1,1,0,3.1230604842541494,Health Sciences,1,296971.0718910568,2,0,0,1
1,1,1,4.2121932025027675,Humanities,1,351076.47500586516,3,1,0,0
1,1,0,3.374599631590583,Health Sciences,3,196472.08003271263,0,0,0,1
1,1,1,3.716139573943609,STEM,1,156943.13191614157,5,0,0,0
1,1,1,3.0671715069758028,Humanities,4,273513.91534258774,2,0,0,0
1,1,0,2.7000694247346644,Health Sciences,1,171203.205313834,1,0,0,1
1,1,0,3.6726850029404274,Health Sciences,2,278336.317905204,1,0,0,1
1,1,0,3.440032765180827,Humanities,1,407344.114516821,2,0,0,1
1,1,0,2.703846788955399,Business,1,363189.15317957674,3,0,0,1
1,1,1,3.7940986109868358,STEM,4,424297.7127739962,3,1,0,0
1,1,0,3.1122150933694743,Humanities,2,166044.65034898164,3,0,0,1
1,1,0,2.4409299139045473,STEM,1,320603.33027538826,1,0,0,0
1,1,0,3.0944319386945436,Health Sciences,3,182548.0136167392,3,0,0,1
1,1,0,4.38061941198808,Health Sciences,4,364553.9301376777,6,0,0,1
1,1,1,3.8676975078089493,STEM,4,325349.8374360843,2,0,0,0
1,1,0,3.7486819516416463,STEM,3,280096.0879597046,3,0,0,1
1,1,0,3.88905058814292,Health Sciences,4,564884.8727482641,2,0,0,0
1,1,0,3.1327996389639954,STEM,3,272084.06425163284,1,0,0,1
1,1,1,2.6621985179720675,Health Sciences,2,245755.33750307036,1,0,0,0
1,1,1,3.2563934947141977,STEM,2,547153.7433594385,4,0,0,0
1,1,0,3.702594266921202,STEM,2,143684.36218113903,4,0,0,1
1,1,1,3.5482585843080847,STEM,3,299751.3065285384,2,0,0,0
1,1,0,3.3496064986602043,Business,2,95714.44487712129,2,0,0,1
0,0,0,3.6413080438885097,Health Sciences,2,433758.15207870764,2,0,1,0
1,1,0,3.8690041572664517,Business,2,374500.7319370445,3,0,0,1
1,1,0,3.205507639812187,Health Sciences,1,153517.91624833387,2,0,0,1
1,1,0,3.7571767850087556,STEM,3,614935.3584499351,4,0,0,0
1,1,1,4.2144295886107574,STEM,3,536658.0592197751,0,0,0,0
1,0,0,4.187735785745614,Humanities,2,90052.37951249017,4,1,0,0
1,1,0,3.0683026407252436,Business,2,220036.4492956441,5,1,0,1
1,1,0,4.063967671328803,Humanities,1,625045.7643824441,3,1,0,1
1,1,1,3.2159312121610752,Business,2,659144.2286570283,7,0,0,0
1,1,0,3.6837191228056354,Humanities,2,253773.84053516516,4,0,0,1
1,1,0,4.137269551745303,Humanities,4,446539.81293689273,6,0,0,1
1,1,0,2.3152450762589876,STEM,3,223722.86718118636,4,1,0,0
1,1,1,2.7963151251233485,STEM,1,107284.95248371828,2,0,0,0
1,1,0,3.203389956182089,Business,1,288526.5952695394,0,0,0,1
1,1,0,3.1630615344695303,Humanities,3,577133.8145415882,3,0,1,1
1,1,0,2.9056890701075906,Health Sciences,4,140769.67527895106,1,0,0,1
1,1,0,3.4660719403881317,STEM,3,350076.8643548224,2,0,0,1
1,1,0,3.2195351990992442,STEM,3,702085.9217029089,4,0,0,0
1,1,1,3.6109554142620715,Business,1,208417.14332134696,1,0,0,0
1,1,0,3.21224831094266,Business,1,332684.0766739197,3,0,0,1
1,1,0,4.473682792819192,Health Sciences,4,93921.93695583167,3,0,0,1
1,0,1,3.341108795326109,Business,2,313030.8838583938,5,0,0,0
1,1,0,3.734246655329827,STEM,3,437645.2226390841,4,0,0,1
1,1,0,4.271365018588979,Health Sciences,1,181294.95630381073,4,0,0,1
1,1,0,2.940866738187472,Business,2,420944.0780629784,4,0,0,1
1,1,0,3.3756704619451114,Health Sciences,2,446458.2224179944,1,0,0,1
1,1,0,2.890424798380138,Business,3,291255.4239578283,2,0,0,1
1,1,1,2.7948419523503696,STEM,4,1233272.1063901526,3,0,0,0
1,1,0,2.6726006056372,Health Sciences,2,352153.55496209936,2,0,0,1
1,1,1,2.9013424158976413,STEM,3,123323.5678288785,1,0,0,0
1,1,1,4.222104075481789,Humanities,3,137389.37408139446,4,1,0,0
0,1,0,2.972685547853217,Humanities,3,558027.103137508,0,0,0,0
1,1,0,3.6832482845094097,Health Sciences,2,287553.8103157597,1,0,0,1
1,1,0,3.9915337989627577,Business,2,131366.42312742115,5,0,0,1
1,1,0,3.337662690014988,STEM,2,94911.6700871552,6,0,0,1
1,1,0,4.251905315031749,Health Sciences,4,354075.6729503021,0,0,0,1
1,1,0,3.3759943532466568,Business,3,644906.337032926,3,1,0,1
1,1,0,3.660416404965867,Humanities,4,214114.50021161523,8,0,0,1
1,1,0,3.604673733676972,Business,2,519330.4085916345,6,0,0,0
1,1,0,2.618614415814999,STEM,2,99359.94661288167,4,0,0,1
0,1,0,3.952096541448501,STEM,3,230820.41812336378,0,0,0,0
1,1,0,3.8776453582563266,Business,4,387084.0715915039,3,0,0,1
1,1,1,2.832296624925089,Health Sciences,1,343786.51268823,2,0,0,0
1,1,0,3.181605620287008,STEM,1,168150.32796230758,5,0,0,1
1,1,0,4.145257133998976,Humanities,3,580683.5470821442,1,0,0,0
1,1,0,3.268186224775066,Health Sciences,3,154106.9019227626,1,0,0,1
1,1,0,4.339152665080453,Business,4,918632.4499929276,4,0,0,0
1,1,0,4.306189434096227,Health Sciences,1,414537.58726714394,6,0,0,1
1,1,0,3.106853820680163,Humanities,3,257336.40823176436,2,0,0,1
1,1,0,3.4754335151026914,Health Sciences,3,252750.3806170748,3,0,0,1
1,1,0,2.7692527116164607,Health Sciences,3,133974.41744419682,2,0,0,1
1,1,0,3.1445408032568913,STEM,2,172993.64206185765,5,0,0,1
1,1,1,2.6131582538184395,STEM,2,685695.965717816,2,0,0,0
1,1,0,2.752644246584845,STEM,1,180844.36044692877,2,0,0,1
1,1,0,3.405939174358021,STEM,1,696316.6362619994,7,0,0,0
1,1,1,3.615243792101646,Business,4,362855.0304056658,1,0,0,0
1,1,0,3.4982453618770393,Humanities,1,114268.94831735072,3,0,0,1
1,1,0,2.894013739349252,Business,3,392783.965305169,0,0,0,1
1,1,1,4.230597614109639,Health Sciences,4,255109.88114120602,3,0,0,0
1,1,0,3.657841017879258,STEM,4,146455.63057746482,3,0,0,1
1,0,0,3.2109602548568974,Health Sciences,2,127291.39239571027,2,0,0,0
1,1,0,3.2382195040742,Business,2,349373.3117258052,1,0,1,1
1,1,0,3.650760070130674,Health Sciences,4,334100.892457673,1,0,0,1
1,0,0,4.630341584018705,Business,3,170270.98844050293,1,0,0,0
1,1,1,4.016131343828434,STEM,4,282804.8907775128,7,0,0,0
1,1,0,3.4609442861042172,Health Sciences,4,377438.6124519353,3,0,0,1
1,1,0,3.536936991308676,STEM,3,182753.65529131546,2,0,0,1
1,1,0,4.180235864226898,Health Sciences,4,260854.43940772917,6,0,0,1
1,1,0,4.043328858671148,Health Sciences,3,502030.51063363196,2,0,0,0
1,0,0,3.6916004767554695,Health Sciences,2,244558.33237479854,2,0,0,0
0,1,0,2.907593249304247,Business,2,480648.5614966366,3,0,0,0
1,1,0,3.548817420607704,STEM,1,231177.52563409318,1,0,0,1
1,1,0,4.009113607752177,STEM,3,115095.61720536526,1,1,1,1
1,1,0,3.790442433482358,STEM,1,191561.67217830624,4,0,0,1
1,1,0,3.4894672041652615,Business,1,204041.3921083779,7,0,0,1
1,1,0,3.4187332036637947,STEM,1,157049.4650822243,4,0,0,1
1,1,0,3.924925739114067,Humanities,3,154148.4606561671,3,0,0,1
1,1,0,3.4406107950689906,STEM,1,119993.27160291428,3,0,0,1
1,1,0,2.8702670317135404,Humanities,3,134363.80290148113,5,1,0,1
1,1,0,2.9124333359777315,STEM,2,607204.0915254188,2,0,0,0
1,0,0,2.8929529765370834,Business,1,182979.2785680588,3,0,1,0
1,0,0,3.2404464201893224,STEM,2,208010.84281632781,2,0,0,0
1,1,0,4.446264147628773,STEM,2,344625.81984299736,2,0,0,1
1,0,1,3.476324431000954,Health Sciences,2,225900.7543262344,3,0,0,0
1,1,0,3.901665949843641,Health Sciences,4,600045.5906265014,7,1,0,1
1,1,1,3.2656165703117224,Business,2,189871.57374817197,3,0,0,0
1,1,0,2.903318034867354,STEM,3,244241.91711054495,3,0,0,1
1,1,0,4.0302587416261915,Health Sciences,3,164483.1621062603,3,0,0,1
1,1,1,2.6815217146550188,Humanities,3,294551.61762850295,5,0,0,0
1,1,0,3.208885794128221,Health Sciences,4,194199.00186730354,7,1,1,1
1,1,0,2.8864328521429634,Humanities,3,118990.8059055594,4,0,0,1
1,1,0,2.8763591191782067,STEM,4,408461.03041281947,3,0,0,1
1,1,0,4.139447751447046,Business,4,184149.96130387767,0,0,0,1
1,1,0,3.241202683573117,Business,4,341627.70770157786,2,0,0,1
1,1,1,3.715146268122586,Business,2,817758.1499477775,2,0,0,0
1,1,0,3.7668043935070155,Health Sciences,2,363400.8899039217,2,0,0,1
1,1,0,3.6413188252237623,STEM,3,140005.42516423744,2,0,0,1
1,0,1,3.2862723078530354,STEM,2,176604.30915642047,4,0,0,0
1,1,0,2.489810499722318,Health Sciences,2,392357.10626426624,0,0,0,0
1,1,0,2.7758770126625985,STEM,4,238206.9604025389,3,0,0,1
1,1,1,3.242190086797092,Health Sciences,2,262513.1670257186,4,0,0,0
1,1,0,3.645592563204402,STEM,3,157897.76328968516,3,0,0,1
1,1,0,2.698440520261071,Health Sciences,3,515723.73224499694,5,0,0,0
1,0,0,2.2649375531774845,Health Sciences,2,216407.61857501595,3,0,0,0
1,1,0,4.02944946778881,Humanities,3,298740.64363074256,4,0,0,1
1,1,0,3.5466805119020703,Health Sciences,3,393127.3335825118,1,0,0,1
1,1,0,3.533880736321575,STEM,4,182362.0595056588,0,0,1,1
1,1,0,3.6233396663086452,Health Sciences,1,507854.79183194577,3,0,0,0
1,1,0,3.447070121347795,Humanities,1,312318.7942914832,0,0,0,1
1,1,0,4.054344789178206,Health Sciences,4,194303.67467025464,1,0,0,1
0,1,1,3.1652915264909596,Humanities,4,224540.07262999282,3,1,0,0
1,1,0,3.303674139080731,Humanities,4,131569.40604571332,3,0,0,1
1,1,1,4.068927969850932,Humanities,3,585573.5800752605,3,0,0,0
1,1,1,2.6888333236478172,Business,2,527492.304325111,3,0,0,0
1,1,0,3.754021445524667,STEM,1,199807.05572028836,4,0,1,1
1,1,0,4.338775795941902,Health Sciences,3,283237.07303260406,5,0,0,1
1,1,0,3.4057212396603815,STEM,4,215984.5800266002,1,0,0,1
1,1,0,2.859131406463716,STEM,1,239615.29611606867,4,0,0,1
1,1,0,2.8460953005797114,STEM,1,125303.91160152429,1,0,0,1
1,1,0,3.792928011981934,STEM,3,393059.53328500845,2,0,0,1
1,1,0,3.1415661186823813,Humanities,4,332321.04005128087,4,0,0,1
1,1,0,4.076092269382056,Business,3,242337.828707177,4,0,0,1
1,1,0,3.2048665932224134,Health Sciences,2,142936.56089293223,3,0,0,1
1,1,0,3.3815591587520637,Humanities,4,304727.253932884,6,0,0,1
1,1,0,2.9285867570163897,Business,2,107561.73417138825,3,0,0,1
1,1,1,3.8371152432923754,STEM,3,196705.32566686053,5,0,0,0
1,0,1,3.5159002211730943,Humanities,3,173991.56300771746,1,0,0,0
1,1,0,4.009451262738037,STEM,3,143809.33408091086,2,0,0,1
1,1,0,2.7152353973276315,STEM,4,966101.567610817,2,1,0,1
1,1,0,3.014052499024257,STEM,1,231556.50611862002,4,0,0,1
1,0,0,3.4493322114179032,Humanities,1,301701.57364201697,6,0,1,0
1,0,0,3.4135337948119173,Humanities,1,389869.4658723798,2,0,0,0
1,1,1,3.988004208034633,STEM,4,362295.19589592196,2,0,0,0
1,1,0,3.2680268648338724,STEM,2,173213.67901656145,2,0,0,1
1,1,0,3.5984155026580518,Humanities,1,142673.48959448925,3,0,0,1
1,0,0,3.3735433079129473,STEM,4,194356.37084798075,1,0,0,0
1,1,0,3.674734159239103,Humanities,4,273460.9863679933,6,0,0,1
1,1,0,3.1792627458401084,Health Sciences,2,191993.8798193679,5,0,0,1
1,1,0,3.435622195368196,Humanities,4,265984.69463179784,3,0,0,1
1,1,0,4.255352694973952,Health Sciences,3,342201.45263316575,2,0,0,1
1,0,0,3.92588889176728,Humanities,4,667976.467167918,1,0,0,0
1,1,0,4.034646505805698,STEM,2,552098.233999206,2,0,0,0
1,1,1,2.9386894749651917,Humanities,3,212258.49698739432,2,0,0,0
1,1,0,3.935443863119689,Humanities,2,301504.45528724237,1,0,0,1
1,0,0,4.304577924271556,STEM,2,275922.7026355302,3,1,0,0
1,1,0,2.997543348081643,Business,3,107994.79259470383,5,0,0,1
1,1,0,3.3947079262220434,STEM,3,263592.7203250624,2,0,0,1
1,1,1,3.2001819926574804,Business,1,175679.94618324918,7,0,0,0
1,1,0,3.5694009615123443,STEM,4,440792.59517040045,0,0,0,1
1,1,0,3.633919398581814,STEM,4,370952.87600748136,6,0,0,1
1,1,0,3.380717527933984,Business,3,119893.36851294292,2,0,0,1
1,1,0,3.4782171899545298,Business,2,248901.7384394597,1,0,0,1
1,1,0,3.45288961532215,STEM,1,186222.8134281975,1,0,0,1
1,1,1,4.601599437936088,STEM,1,447929.2060348886,3,0,0,0
1,1,1,3.272287987740617,STEM,1,212103.4560769235,4,0,1,0
1,1,0,4.935046288656402,Humanities,3,372205.555948995,3,0,0,1
1,1,0,3.7419744429691617,Business,3,445789.67240100395,3,0,0,1
1,1,0,3.558951751590042,Humanities,1,175303.41791152,1,0,0,1
1,1,0,4.3482021571403235,STEM,3,294992.02901847154,2,0,0,1
1,1,0,3.86790085066738,Business,3,335546.85613932007,4,0,0,1
1,1,0,3.7786351434589482,STEM,1,873001.6452784392,5,1,0,1
1,1,0,2.992383904035788,STEM,1,371381.6753056024,7,0,0,1
1,1,0,3.2557584414635388,Business,2,187284.26144637857,2,0,0,1
1,1,0,3.052120902017587,Business,2,1170538.2280406523,7,0,0,0
1,1,0,2.7285467452992274,Humanities,4,350629.7439095737,4,0,0,1
1,1,0,3.552514275829982,Business,1,630215.318416571,7,0,0,0
1,1,0,4.101560082444493,Health Sciences,2,402178.8572026258,6,0,0,1
1,1,0,3.420680715194935,Business,4,289797.3666000065,3,0,0,1
